saul_sample,param,sample,date,time,tank_side,of_start,no_start,fps,adj_top_of,adj_top_no,adj_right_of,adj_right_no,of_end,no_end,assay,quadrant,intensity_floor,intensity_ceiling,area_floor,area_ceiling,bgsub,num_animals,cab_coords
20191117_1218_29-1_L_B__novel_object__q1,no_bg_sub,20191117_1218_29-1_L_B,20191117,1218,L,1526,20382,30,-19,-19,5,5,19526,38382,novel_object,q1,0,170,150,2000,False,2,Top
20191117_1218_29-1_L_B__novel_object__q2,int_max_160_area_min_25,20191117_1218_29-1_L_B,20191117,1218,L,1526,20382,30,-19,-19,5,5,19526,38382,novel_object,q2,0,160,25,5000,True,2,Left
20191117_1218_29-1_L_B__novel_object__q3,int_max_160_area_min_25,20191117_1218_29-1_L_B,20191117,1218,L,1526,20382,30,-19,-19,5,5,19526,38382,novel_object,q3,0,160,25,5000,True,2,Left
20191117_1218_29-1_L_B__novel_object__q4,no_bg_sub,20191117_1218_29-1_L_B,20191117,1218,L,1526,20382,30,-19,-19,5,5,19526,38382,novel_object,q4,0,170,150,2000,False,2,Left
20191117_1218_29-1_L_B__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191117_1218_29-1_L_B,20191117,1218,L,1526,20382,30,-19,-19,5,5,19526,38382,open_field,q1,0,150,10,5000,False,2,Bottom
20191117_1218_29-1_L_B__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191117_1218_29-1_L_B,20191117,1218,L,1526,20382,30,-19,-19,5,5,19526,38382,open_field,q2,0,150,10,5000,False,2,Bottom
20191117_1218_29-1_L_B__open_field__q3,no_bg_sub_area_min_10,20191117_1218_29-1_L_B,20191117,1218,L,1526,20382,30,-19,-19,5,5,19526,38382,open_field,q3,0,170,10,5000,False,2,Top
20191117_1218_29-1_L_B__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191117_1218_29-1_L_B,20191117,1218,L,1526,20382,30,-19,-19,5,5,19526,38382,open_field,q4,0,150,10,5000,False,2,Top
20191117_1236_110-2_R_B__novel_object__q1,int_max_140,20191117_1236_110-2_R_B,20191117,1236,R,1511,20344,30,0,0,-6,-6,19511,38344,novel_object,q1,0,140,100,5000,True,2,Top
20191117_1236_110-2_R_B__novel_object__q2,int_max_160_area_min_25,20191117_1236_110-2_R_B,20191117,1236,R,1511,20344,30,0,0,-6,-6,19511,38344,novel_object,q2,0,160,25,5000,True,2,Top
20191117_1236_110-2_R_B__novel_object__q3,default,20191117_1236_110-2_R_B,20191117,1236,R,1511,20344,30,0,0,-6,-6,19511,38344,novel_object,q3,0,200,100,5000,True,2,Top
20191117_1236_110-2_R_B__novel_object__q4,no_bg_sub_int_max_160,20191117_1236_110-2_R_B,20191117,1236,R,1511,20344,30,0,0,-6,-6,19511,38344,novel_object,q4,0,160,150,2000,False,2,Bottom
20191117_1236_110-2_R_B__open_field__q1,no_bg_sub_area_min_10,20191117_1236_110-2_R_B,20191117,1236,R,1511,20344,30,0,0,-6,-6,19511,38344,open_field,q1,0,170,10,5000,False,2,Top
20191117_1236_110-2_R_B__open_field__q2,no_bg_sub_area_min_10,20191117_1236_110-2_R_B,20191117,1236,R,1511,20344,30,0,0,-6,-6,19511,38344,open_field,q2,0,170,10,5000,False,2,Right
20191117_1236_110-2_R_B__open_field__q3,no_bg_sub_area_min_10,20191117_1236_110-2_R_B,20191117,1236,R,1511,20344,30,0,0,-6,-6,19511,38344,open_field,q3,0,170,10,5000,False,2,Top
20191117_1236_110-2_R_B__open_field__q4,no_bg_sub_area_min_10,20191117_1236_110-2_R_B,20191117,1236,R,1511,20344,30,0,0,-6,-6,19511,38344,open_field,q4,0,170,10,5000,False,2,Top
20191117_1245_70-2_L_B__novel_object__q1,int_max_140,20191117_1245_70-2_L_B,20191117,1245,L,1526,20636,30,-21,-21,2,2,19526,38636,novel_object,q1,0,140,100,5000,True,2,Right
20191117_1245_70-2_L_B__novel_object__q2,area_min_150,20191117_1245_70-2_L_B,20191117,1245,L,1526,20636,30,-21,-21,2,2,19526,38636,novel_object,q2,0,200,150,5000,True,2,Top
20191117_1245_70-2_L_B__novel_object__q3,int_max_140,20191117_1245_70-2_L_B,20191117,1245,L,1526,20636,30,-21,-21,2,2,19526,38636,novel_object,q3,0,140,100,5000,True,2,Top
20191117_1245_70-2_L_B__novel_object__q4,int_max_140,20191117_1245_70-2_L_B,20191117,1245,L,1526,20636,30,-21,-21,2,2,19526,38636,novel_object,q4,0,140,100,5000,True,2,Bottom
20191117_1245_70-2_L_B__open_field__q1,no_bg_sub_area_min_10,20191117_1245_70-2_L_B,20191117,1245,L,1526,20636,30,-21,-21,2,2,19526,38636,open_field,q1,0,170,10,5000,False,2,Top
20191117_1245_70-2_L_B__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191117_1245_70-2_L_B,20191117,1245,L,1526,20636,30,-21,-21,2,2,19526,38636,open_field,q2,0,150,10,5000,False,2,Top
20191117_1245_70-2_L_B__open_field__q3,no_bg_sub_area_min_10,20191117_1245_70-2_L_B,20191117,1245,L,1526,20636,30,-21,-21,2,2,19526,38636,open_field,q3,0,170,10,5000,False,2,Top
20191117_1245_70-2_L_B__open_field__q4,no_bg_sub_area_min_10,20191117_1245_70-2_L_B,20191117,1245,L,1526,20636,30,-21,-21,2,2,19526,38636,open_field,q4,0,170,10,5000,False,2,Left
20191117_1303_123-2_R_B__novel_object__q1,int_max_150,20191117_1303_123-2_R_B,20191117,1303,R,1636,20428,30,0,0,-5,-5,19636,38428,novel_object,q1,0,150,100,5000,True,2,Right
20191117_1303_123-2_R_B__novel_object__q2,int_max_160_area_min_25,20191117_1303_123-2_R_B,20191117,1303,R,1636,20428,30,0,0,-5,-5,19636,38428,novel_object,q2,0,160,25,5000,True,2,Left
20191117_1303_123-2_R_B__novel_object__q3,int_max_140,20191117_1303_123-2_R_B,20191117,1303,R,1636,20428,30,0,0,-5,-5,19636,38428,novel_object,q3,0,140,100,5000,True,2,Right
20191117_1303_123-2_R_B__novel_object__q4,int_max_160_area_min_25,20191117_1303_123-2_R_B,20191117,1303,R,1636,20428,30,0,0,-5,-5,19636,38428,novel_object,q4,0,160,25,5000,True,2,Top
20191117_1303_123-2_R_B__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191117_1303_123-2_R_B,20191117,1303,R,1636,20428,30,0,0,-5,-5,19636,38428,open_field,q1,0,150,10,5000,False,2,Left
20191117_1303_123-2_R_B__open_field__q2,no_bg_sub_area_min_10,20191117_1303_123-2_R_B,20191117,1303,R,1636,20428,30,0,0,-5,-5,19636,38428,open_field,q2,0,170,10,5000,False,2,Top
20191117_1303_123-2_R_B__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191117_1303_123-2_R_B,20191117,1303,R,1636,20428,30,0,0,-5,-5,19636,38428,open_field,q3,0,150,10,5000,False,2,Bottom
20191117_1303_123-2_R_B__open_field__q4,no_bg_sub_area_min_10,20191117_1303_123-2_R_B,20191117,1303,R,1636,20428,30,0,0,-5,-5,19636,38428,open_field,q4,0,170,10,5000,False,2,Right
20191117_1312_23-2_L_B__novel_object__q1,no_bg_sub,20191117_1312_23-2_L_B,20191117,1312,L,1356,20170,30,-20,-20,7,7,19356,38170,novel_object,q1,0,170,150,2000,False,2,Top
20191117_1312_23-2_L_B__novel_object__q2,int_max_160_area_min_25,20191117_1312_23-2_L_B,20191117,1312,L,1356,20170,30,-20,-20,7,7,19356,38170,novel_object,q2,0,160,25,5000,True,2,Top
20191117_1312_23-2_L_B__novel_object__q3,no_bg_sub,20191117_1312_23-2_L_B,20191117,1312,L,1356,20170,30,-20,-20,7,7,19356,38170,novel_object,q3,0,170,150,2000,False,2,Top
20191117_1312_23-2_L_B__novel_object__q4,no_bg_sub_int_max_160,20191117_1312_23-2_L_B,20191117,1312,L,1356,20170,30,-20,-20,7,7,19356,38170,novel_object,q4,0,160,150,2000,False,2,Right
20191117_1312_23-2_L_B__open_field__q1,no_bg_sub_area_min_10,20191117_1312_23-2_L_B,20191117,1312,L,1356,20170,30,-20,-20,7,7,19356,38170,open_field,q1,0,170,10,5000,False,2,Right
20191117_1312_23-2_L_B__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191117_1312_23-2_L_B,20191117,1312,L,1356,20170,30,-20,-20,7,7,19356,38170,open_field,q2,0,150,10,5000,False,2,Left
20191117_1312_23-2_L_B__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191117_1312_23-2_L_B,20191117,1312,L,1356,20170,30,-20,-20,7,7,19356,38170,open_field,q3,0,150,10,5000,False,2,Left
20191117_1312_23-2_L_B__open_field__q4,no_bg_sub_area_min_10,20191117_1312_23-2_L_B,20191117,1312,L,1356,20170,30,-20,-20,7,7,19356,38170,open_field,q4,0,170,10,5000,False,2,Right
20191117_1329_15-1_R_B__novel_object__q1,no_bg_sub,20191117_1329_15-1_R_B,20191117,1329,R,1427,20932,30,0,0,-7,-7,19427,38932,novel_object,q1,0,170,150,2000,False,2,Right
20191117_1329_15-1_R_B__novel_object__q2,int_max_160_area_min_25,20191117_1329_15-1_R_B,20191117,1329,R,1427,20932,30,0,0,-7,-7,19427,38932,novel_object,q2,0,160,25,5000,True,2,Top
20191117_1329_15-1_R_B__novel_object__q3,no_bg_sub,20191117_1329_15-1_R_B,20191117,1329,R,1427,20932,30,0,0,-7,-7,19427,38932,novel_object,q3,0,170,150,2000,False,2,Bottom
20191117_1329_15-1_R_B__novel_object__q4,int_max_140,20191117_1329_15-1_R_B,20191117,1329,R,1427,20932,30,0,0,-7,-7,19427,38932,novel_object,q4,0,140,100,5000,True,2,Right
20191117_1329_15-1_R_B__open_field__q1,no_bg_sub_area_min_10,20191117_1329_15-1_R_B,20191117,1329,R,1427,20932,30,0,0,-7,-7,19427,38932,open_field,q1,0,170,10,5000,False,2,Top
20191117_1329_15-1_R_B__open_field__q2,no_bg_sub_area_min_10,20191117_1329_15-1_R_B,20191117,1329,R,1427,20932,30,0,0,-7,-7,19427,38932,open_field,q2,0,170,10,5000,False,2,Top
20191117_1329_15-1_R_B__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191117_1329_15-1_R_B,20191117,1329,R,1427,20932,30,0,0,-7,-7,19427,38932,open_field,q3,0,150,10,5000,False,2,Top
20191117_1329_15-1_R_B__open_field__q4,no_bg_sub_area_min_10,20191117_1329_15-1_R_B,20191117,1329,R,1427,20932,30,0,0,-7,-7,19427,38932,open_field,q4,0,170,10,5000,False,2,Right
20191117_1340_4-1_L_B__novel_object__q1,area_min_25,20191117_1340_4-1_L_B,20191117,1340,L,1738,20636,30,-22,-22,6,6,19738,38636,novel_object,q1,0,200,25,5000,True,2,Right
20191117_1340_4-1_L_B__novel_object__q2,int_max_160_area_min_25,20191117_1340_4-1_L_B,20191117,1340,L,1738,20636,30,-22,-22,6,6,19738,38636,novel_object,q2,0,160,25,5000,True,2,Top
20191117_1340_4-1_L_B__novel_object__q3,int_max_150,20191117_1340_4-1_L_B,20191117,1340,L,1738,20636,30,-22,-22,6,6,19738,38636,novel_object,q3,0,150,100,5000,True,2,Bottom
20191117_1340_4-1_L_B__novel_object__q4,no_bg_sub,20191117_1340_4-1_L_B,20191117,1340,L,1738,20636,30,-22,-22,6,6,19738,38636,novel_object,q4,0,170,150,2000,False,2,Bottom
20191117_1340_4-1_L_B__open_field__q1,no_bg_sub_area_min_10,20191117_1340_4-1_L_B,20191117,1340,L,1738,20636,30,-22,-22,6,6,19738,38636,open_field,q1,0,170,10,5000,False,2,Top
20191117_1340_4-1_L_B__open_field__q2,no_bg_sub_area_min_10,20191117_1340_4-1_L_B,20191117,1340,L,1738,20636,30,-22,-22,6,6,19738,38636,open_field,q2,0,170,10,5000,False,2,Right
20191117_1340_4-1_L_B__open_field__q3,no_bg_sub_area_min_10,20191117_1340_4-1_L_B,20191117,1340,L,1738,20636,30,-22,-22,6,6,19738,38636,open_field,q3,0,170,10,5000,False,2,Right
20191117_1340_4-1_L_B__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191117_1340_4-1_L_B,20191117,1340,L,1738,20636,30,-22,-22,6,6,19738,38636,open_field,q4,0,150,10,5000,False,2,Left
20191117_1356_140-3_R_B__novel_object__q1,int_max_140,20191117_1356_140-3_R_B,20191117,1356,R,1594,20344,30,-2,-2,-6,-6,19594,38344,novel_object,q1,0,140,100,5000,True,2,Top
20191117_1356_140-3_R_B__novel_object__q2,int_max_160_area_min_25,20191117_1356_140-3_R_B,20191117,1356,R,1594,20344,30,-2,-2,-6,-6,19594,38344,novel_object,q2,0,160,25,5000,True,2,Bottom
20191117_1356_140-3_R_B__novel_object__q3,no_bg_sub,20191117_1356_140-3_R_B,20191117,1356,R,1594,20344,30,-2,-2,-6,-6,19594,38344,novel_object,q3,0,170,150,2000,False,2,Left
20191117_1356_140-3_R_B__novel_object__q4,int_max_150,20191117_1356_140-3_R_B,20191117,1356,R,1594,20344,30,-2,-2,-6,-6,19594,38344,novel_object,q4,0,150,100,5000,True,2,Top
20191117_1356_140-3_R_B__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191117_1356_140-3_R_B,20191117,1356,R,1594,20344,30,-2,-2,-6,-6,19594,38344,open_field,q1,0,150,10,5000,False,2,Left
20191117_1356_140-3_R_B__open_field__q2,default,20191117_1356_140-3_R_B,20191117,1356,R,1594,20344,30,-2,-2,-6,-6,19594,38344,open_field,q2,0,200,100,5000,True,2,Top
20191117_1356_140-3_R_B__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191117_1356_140-3_R_B,20191117,1356,R,1594,20344,30,-2,-2,-6,-6,19594,38344,open_field,q3,0,150,10,5000,False,2,Top
20191117_1356_140-3_R_B__open_field__q4,no_bg_sub_area_min_10,20191117_1356_140-3_R_B,20191117,1356,R,1594,20344,30,-2,-2,-6,-6,19594,38344,open_field,q4,0,170,10,5000,False,2,Right
20191117_1406_106-2_L_B__novel_object__q1,no_bg_sub,20191117_1406_106-2_L_B,20191117,1406,L,1229,22162,30,-18,-18,0,0,19229,40162,novel_object,q1,0,170,150,2000,False,2,Top
20191117_1406_106-2_L_B__novel_object__q2,no_bg_subint_max_175_area_min_200,20191117_1406_106-2_L_B,20191117,1406,L,1229,22162,30,-18,-18,0,0,19229,40162,novel_object,q2,0,175,200,2000,True,2,Bottom
20191117_1406_106-2_L_B__novel_object__q3,area_min_150,20191117_1406_106-2_L_B,20191117,1406,L,1229,22162,30,-18,-18,0,0,19229,40162,novel_object,q3,0,200,150,5000,True,2,Top
20191117_1406_106-2_L_B__novel_object__q4,int_max_140,20191117_1406_106-2_L_B,20191117,1406,L,1229,22162,30,-18,-18,0,0,19229,40162,novel_object,q4,0,140,100,5000,True,2,Left
20191117_1406_106-2_L_B__open_field__q1,no_bg_sub,20191117_1406_106-2_L_B,20191117,1406,L,1229,22162,30,-18,-18,0,0,19229,40162,open_field,q1,0,170,100,5000,False,2,Left
20191117_1406_106-2_L_B__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191117_1406_106-2_L_B,20191117,1406,L,1229,22162,30,-18,-18,0,0,19229,40162,open_field,q2,0,150,10,5000,False,2,Top
20191117_1406_106-2_L_B__open_field__q3,no_bg_sub_area_min_10,20191117_1406_106-2_L_B,20191117,1406,L,1229,22162,30,-18,-18,0,0,19229,40162,open_field,q3,0,170,10,5000,False,2,Left
20191117_1406_106-2_L_B__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191117_1406_106-2_L_B,20191117,1406,L,1229,22162,30,-18,-18,0,0,19229,40162,open_field,q4,0,150,10,5000,False,2,Left
20191117_1425_30-1_R_B__novel_object__q1,int_max_140,20191117_1425_30-1_R_B,20191117,1425,R,1511,20470,30,-9,-9,-5,-5,19511,38470,novel_object,q1,0,140,100,5000,True,2,Left
20191117_1425_30-1_R_B__novel_object__q2,int_max_160_area_min_25,20191117_1425_30-1_R_B,20191117,1425,R,1511,20470,30,-9,-9,-5,-5,19511,38470,novel_object,q2,0,160,25,5000,True,2,Left
20191117_1425_30-1_R_B__novel_object__q3,int_max_160_area_min_25,20191117_1425_30-1_R_B,20191117,1425,R,1511,20470,30,-9,-9,-5,-5,19511,38470,novel_object,q3,0,160,25,5000,True,2,Top
20191117_1425_30-1_R_B__novel_object__q4,int_max_150,20191117_1425_30-1_R_B,20191117,1425,R,1511,20470,30,-9,-9,-5,-5,19511,38470,novel_object,q4,0,150,100,5000,True,2,Right
20191117_1425_30-1_R_B__open_field__q1,no_bg_sub_area_min_10,20191117_1425_30-1_R_B,20191117,1425,R,1511,20470,30,-9,-9,-5,-5,19511,38470,open_field,q1,0,170,10,5000,False,2,Left
20191117_1425_30-1_R_B__open_field__q2,no_bg_sub_area_min_10,20191117_1425_30-1_R_B,20191117,1425,R,1511,20470,30,-9,-9,-5,-5,19511,38470,open_field,q2,0,170,10,5000,False,2,Left
20191117_1425_30-1_R_B__open_field__q3,no_bg_sub_area_min_10,20191117_1425_30-1_R_B,20191117,1425,R,1511,20470,30,-9,-9,-5,-5,19511,38470,open_field,q3,0,170,10,5000,False,2,Top
20191117_1425_30-1_R_B__open_field__q4,no_bg_sub_area_min_10,20191117_1425_30-1_R_B,20191117,1425,R,1511,20470,30,-9,-9,-5,-5,19511,38470,open_field,q4,0,170,10,5000,False,2,Left
20191117_1433_68-1_L_B__novel_object__q1,int_max_140,20191117_1433_68-1_L_B,20191117,1433,L,1441,20170,30,-18,-18,4,4,19441,38170,novel_object,q1,0,140,100,5000,True,2,Left
20191117_1433_68-1_L_B__novel_object__q2,int_max_160_area_min_25,20191117_1433_68-1_L_B,20191117,1433,L,1441,20170,30,-18,-18,4,4,19441,38170,novel_object,q2,0,160,25,5000,True,2,Bottom
20191117_1433_68-1_L_B__novel_object__q3,no_bg_sub,20191117_1433_68-1_L_B,20191117,1433,L,1441,20170,30,-18,-18,4,4,19441,38170,novel_object,q3,0,170,150,2000,False,2,Left
20191117_1433_68-1_L_B__novel_object__q4,int_max_160_area_min_25,20191117_1433_68-1_L_B,20191117,1433,L,1441,20170,30,-18,-18,4,4,19441,38170,novel_object,q4,0,160,25,5000,True,2,Right
20191117_1433_68-1_L_B__open_field__q1,no_bg_sub_area_min_10,20191117_1433_68-1_L_B,20191117,1433,L,1441,20170,30,-18,-18,4,4,19441,38170,open_field,q1,0,170,10,5000,False,2,Left
20191117_1433_68-1_L_B__open_field__q2,no_bg_sub_area_min_10,20191117_1433_68-1_L_B,20191117,1433,L,1441,20170,30,-18,-18,4,4,19441,38170,open_field,q2,0,170,10,5000,False,2,Left
20191117_1433_68-1_L_B__open_field__q3,no_bg_sub_area_min_10,20191117_1433_68-1_L_B,20191117,1433,L,1441,20170,30,-18,-18,4,4,19441,38170,open_field,q3,0,170,10,5000,False,2,Left
20191117_1433_68-1_L_B__open_field__q4,no_bg_sub_area_min_10,20191117_1433_68-1_L_B,20191117,1433,L,1441,20170,30,-18,-18,4,4,19441,38170,open_field,q4,0,170,10,5000,False,2,Top
20191117_1452_117-1_R_B__novel_object__q1,int_max_160_area_min_25,20191117_1452_117-1_R_B,20191117,1452,R,1385,20261,30,-5,-5,-6,-6,19385,38261,novel_object,q1,0,160,25,5000,True,2,Left
20191117_1452_117-1_R_B__novel_object__q2,int_max_160_area_min_25,20191117_1452_117-1_R_B,20191117,1452,R,1385,20261,30,-5,-5,-6,-6,19385,38261,novel_object,q2,0,160,25,5000,True,2,Bottom
20191117_1452_117-1_R_B__novel_object__q3,int_max_160_area_min_25,20191117_1452_117-1_R_B,20191117,1452,R,1385,20261,30,-5,-5,-6,-6,19385,38261,novel_object,q3,0,160,25,5000,True,2,Left
20191117_1452_117-1_R_B__novel_object__q4,int_max_150,20191117_1452_117-1_R_B,20191117,1452,R,1385,20261,30,-5,-5,-6,-6,19385,38261,novel_object,q4,0,150,100,5000,True,2,Right
20191117_1452_117-1_R_B__open_field__q1,no_bg_sub_area_min_10,20191117_1452_117-1_R_B,20191117,1452,R,1385,20261,30,-5,-5,-6,-6,19385,38261,open_field,q1,0,170,10,5000,False,2,Bottom
20191117_1452_117-1_R_B__open_field__q2,default,20191117_1452_117-1_R_B,20191117,1452,R,1385,20261,30,-5,-5,-6,-6,19385,38261,open_field,q2,0,200,100,5000,True,2,Left
20191117_1452_117-1_R_B__open_field__q3,no_bg_sub_area_min_10,20191117_1452_117-1_R_B,20191117,1452,R,1385,20261,30,-5,-5,-6,-6,19385,38261,open_field,q3,0,170,10,5000,False,2,Bottom
20191117_1452_117-1_R_B__open_field__q4,no_bg_sub_area_min_10,20191117_1452_117-1_R_B,20191117,1452,R,1385,20261,30,-5,-5,-6,-6,19385,38261,open_field,q4,0,170,10,5000,False,2,Right
20191117_1501_iCab_L_B__novel_object__q1,int_max_140,20191117_1501_iCab_L_B,20191117,1501,L,1441,20297,30,-21,-21,0,0,19441,38297,novel_object,q1,0,140,100,5000,True,2,NA
20191117_1501_iCab_L_B__novel_object__q2,int_max_150,20191117_1501_iCab_L_B,20191117,1501,L,1441,20297,30,-21,-21,0,0,19441,38297,novel_object,q2,0,150,100,5000,True,2,NA
20191117_1501_iCab_L_B__novel_object__q3,int_max_160_area_min_25,20191117_1501_iCab_L_B,20191117,1501,L,1441,20297,30,-21,-21,0,0,19441,38297,novel_object,q3,0,160,25,5000,True,2,NA
20191117_1501_iCab_L_B__novel_object__q4,int_max_140,20191117_1501_iCab_L_B,20191117,1501,L,1441,20297,30,-21,-21,0,0,19441,38297,novel_object,q4,0,140,100,5000,True,2,NA
20191117_1501_iCab_L_B__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191117_1501_iCab_L_B,20191117,1501,L,1441,20297,30,-21,-21,0,0,19441,38297,open_field,q1,0,150,10,5000,False,2,NA
20191117_1501_iCab_L_B__open_field__q2,no_bg_sub_area_min_10,20191117_1501_iCab_L_B,20191117,1501,L,1441,20297,30,-21,-21,0,0,19441,38297,open_field,q2,0,170,10,5000,False,2,NA
20191117_1501_iCab_L_B__open_field__q3,no_bg_sub_area_min_10,20191117_1501_iCab_L_B,20191117,1501,L,1441,20297,30,-21,-21,0,0,19441,38297,open_field,q3,0,170,10,5000,False,2,NA
20191117_1501_iCab_L_B__open_field__q4,no_bg_sub_area_min_10,20191117_1501_iCab_L_B,20191117,1501,L,1441,20297,30,-21,-21,0,0,19441,38297,open_field,q4,0,170,10,5000,False,2,NA
20191117_1523_69-2_R_B__novel_object__q1,int_max_140,20191117_1523_69-2_R_B,20191117,1523,R,2140,20932,30,-5,-5,-10,-10,20140,38932,novel_object,q1,0,140,100,5000,True,2,Right
20191117_1523_69-2_R_B__novel_object__q2,int_max_150,20191117_1523_69-2_R_B,20191117,1523,R,2140,20932,30,-5,-5,-10,-10,20140,38932,novel_object,q2,0,150,100,5000,True,2,Top
20191117_1523_69-2_R_B__novel_object__q3,int_max_160_area_min_25,20191117_1523_69-2_R_B,20191117,1523,R,2140,20932,30,-5,-5,-10,-10,20140,38932,novel_object,q3,0,160,25,5000,True,2,Top
20191117_1523_69-2_R_B__novel_object__q4,no_bg_sub,20191117_1523_69-2_R_B,20191117,1523,R,2140,20932,30,-5,-5,-10,-10,20140,38932,novel_object,q4,0,170,150,2000,False,2,Top
20191117_1523_69-2_R_B__open_field__q1,no_bg_sub_area_min_10,20191117_1523_69-2_R_B,20191117,1523,R,2140,20932,30,-5,-5,-10,-10,20140,38932,open_field,q1,0,170,10,5000,False,2,Bottom
20191117_1523_69-2_R_B__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191117_1523_69-2_R_B,20191117,1523,R,2140,20932,30,-5,-5,-10,-10,20140,38932,open_field,q2,0,150,10,5000,False,2,Top
20191117_1523_69-2_R_B__open_field__q3,no_bg_sub_area_min_10,20191117_1523_69-2_R_B,20191117,1523,R,2140,20932,30,-5,-5,-10,-10,20140,38932,open_field,q3,0,170,10,5000,False,2,Left
20191117_1523_69-2_R_B__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191117_1523_69-2_R_B,20191117,1523,R,2140,20932,30,-5,-5,-10,-10,20140,38932,open_field,q4,0,150,10,5000,False,2,Right
20191117_1529_72-2_L_B__novel_object__q1,int_max_160_area_min_25,20191117_1529_72-2_L_B,20191117,1529,L,1574,20517,30,-16,-16,4,4,19574,38517,novel_object,q1,0,160,25,5000,True,2,Top
20191117_1529_72-2_L_B__novel_object__q2,int_max_160_area_min_25,20191117_1529_72-2_L_B,20191117,1529,L,1574,20517,30,-16,-16,4,4,19574,38517,novel_object,q2,0,160,25,5000,True,2,Right
20191117_1529_72-2_L_B__novel_object__q3,int_max_160_area_min_25,20191117_1529_72-2_L_B,20191117,1529,L,1574,20517,30,-16,-16,4,4,19574,38517,novel_object,q3,0,160,25,5000,True,2,Top
20191117_1529_72-2_L_B__novel_object__q4,int_max_140,20191117_1529_72-2_L_B,20191117,1529,L,1574,20517,30,-16,-16,4,4,19574,38517,novel_object,q4,0,140,100,5000,True,2,Bottom
20191117_1529_72-2_L_B__open_field__q1,no_bg_sub_area_min_10,20191117_1529_72-2_L_B,20191117,1529,L,1574,20517,30,-16,-16,4,4,19574,38517,open_field,q1,0,170,10,5000,False,2,Top
20191117_1529_72-2_L_B__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191117_1529_72-2_L_B,20191117,1529,L,1574,20517,30,-16,-16,4,4,19574,38517,open_field,q2,0,150,10,5000,False,2,Left
20191117_1529_72-2_L_B__open_field__q3,no_bg_sub_area_min_10,20191117_1529_72-2_L_B,20191117,1529,L,1574,20517,30,-16,-16,4,4,19574,38517,open_field,q3,0,170,10,5000,False,2,Left
20191117_1529_72-2_L_B__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191117_1529_72-2_L_B,20191117,1529,L,1574,20517,30,-16,-16,4,4,19574,38517,open_field,q4,0,150,10,5000,False,2,Top
20191118_0950_55-2_L_B__novel_object__q1,int_max_160_area_min_25,20191118_0950_55-2_L_B,20191118,950,L,1738,22416,30,-20,-20,0,0,19738,40416,novel_object,q1,0,160,25,5000,True,2,Top
