sample,assay,quadrant,total_seconds,success_count,frame_count,prop_success
20191120_1034_80-1_L_C,novel_object,q4,600,17997,18000,0.9998333333333334
20191120_1217_106-2_R_C,novel_object,q1,600,17997,18000,0.9998333333333334
20191120_1217_106-2_R_C,open_field,q4,600,17997,18000,0.9998333333333334
20191121_1130_luzonensis_L_C,novel_object,q3,600,17997,18000,0.9998333333333334
20191113_1302_53-2_L_A,open_field,q2,600,16798,16800,0.9998809523809524
20191113_1345_80-1_R_A,novel_object,q1,600,8399,8400,0.9998809523809524
20191113_1345_80-1_R_A,novel_object,q4,600,8399,8400,0.9998809523809524
20191113_1430_110-2_L_A,open_field,q3,600,16798,16800,0.9998809523809524
20191111_1655_11-2_L_A,open_field,q2,600,17398,17400,0.9998850574712643
20191112_0948_4-2_L_A,novel_object,q4,600,17398,17400,0.9998850574712643
20191112_1331_68-1_L_A,open_field,q4,600,17998,18000,0.9998888888888889
20191112_1525_33-1_L_A,open_field,q4,600,17998,18000,0.9998888888888889
20191112_1554_43-2_L_A,open_field,q1,600,17998,18000,0.9998888888888889
20191114_1058_30-1_R_A,open_field,q1,600,17998,18000,0.9998888888888889
20191114_1145_39-1_L_A,novel_object,q4,600,17998,18000,0.9998888888888889
20191114_1201_55-2_R_A,open_field,q1,600,17998,18000,0.9998888888888889
20191114_1233_47-1_R_A,open_field,q1,600,17998,18000,0.9998888888888889
20191114_1305_50-2_R_A,novel_object,q4,600,17998,18000,0.9998888888888889
20191114_1337_60-1_R_A,novel_object,q2,600,17998,18000,0.9998888888888889
20191114_1337_60-1_R_A,open_field,q4,600,17998,18000,0.9998888888888889
20191114_1425_59-1_L_A,novel_object,q4,600,17998,18000,0.9998888888888889
20191114_1425_59-1_L_A,open_field,q4,600,17998,18000,0.9998888888888889
20191115_1128_123-2_R_A,open_field,q4,600,17998,18000,0.9998888888888889
20191115_1214_129-1_L_A,novel_object,q3,600,17998,18000,0.9998888888888889
20191116_1044_43-2_R_B,open_field,q4,600,17998,18000,0.9998888888888889
20191116_1106_iCab_L_B,open_field,q3,600,17998,18000,0.9998888888888889
20191116_1240_135-2_R_B,novel_object,q3,600,17998,18000,0.9998888888888889
20191116_1340_94-1_R_B,open_field,q3,600,17998,18000,0.9998888888888889
20191117_1122_22-1_L_B,open_field,q1,600,17998,18000,0.9998888888888889
20191117_1303_123-2_R_B,open_field,q4,600,17998,18000,0.9998888888888889
20191118_1145_72-1_L_B,open_field,q1,600,17998,18000,0.9998888888888889
20191118_1252_60-1_R_B,novel_object,q4,600,17998,18000,0.9998888888888889
20191119_1138_59-1_R_B,novel_object,q2,600,17998,18000,0.9998888888888889
20191119_1207_104-1_R_B,novel_object,q1,600,17998,18000,0.9998888888888889
20191119_1235_131-4_R_B,open_field,q1,600,17998,18000,0.9998888888888889
20191120_1026_84-2_R_C,novel_object,q2,600,17998,18000,0.9998888888888889
20191120_1131_33-1_L_C,open_field,q3,600,17998,18000,0.9998888888888889
20191120_1319_138-1_R_C,novel_object,q2,600,17998,18000,0.9998888888888889
20191114_1455_69-1_L_A,novel_object,q1,600,17399,17400,0.9999425287356322
20191112_1358_23-1_L_A,open_field,q1,600,17999,18000,0.9999444444444444
20191112_1625_39-2_L_A,novel_object,q2,600,17999,18000,0.9999444444444444
20191113_1011_iCab_L_A,open_field,q3,600,17999,18000,0.9999444444444444
20191114_1201_55-2_R_A,novel_object,q1,600,17999,18000,0.9999444444444444
20191114_1201_55-2_R_A,novel_object,q2,600,17999,18000,0.9999444444444444
20191114_1337_60-1_R_A,novel_object,q1,600,17999,18000,0.9999444444444444
20191114_1353_61-1_L_A,novel_object,q2,600,17999,18000,0.9999444444444444
20191115_1024_72-1_R_A,novel_object,q3,600,17999,18000,0.9999444444444444
20191115_1128_123-2_R_A,open_field,q2,600,17999,18000,0.9999444444444444
20191115_1445_139-4_L_A,novel_object,q2,600,17999,18000,0.9999444444444444
20191115_1445_139-4_L_A,open_field,q1,600,17999,18000,0.9999444444444444
20191115_1445_139-4_L_A,open_field,q4,600,17999,18000,0.9999444444444444
20191115_1615_11-1_R_B,open_field,q1,600,17999,18000,0.9999444444444444
20191116_1106_iCab_L_B,open_field,q2,600,17999,18000,0.9999444444444444
20191116_1211_17-1_R_B,novel_object,q4,600,17999,18000,0.9999444444444444
20191116_1240_135-2_R_B,novel_object,q1,600,17999,18000,0.9999444444444444
20191117_1034_iCab_R_B,open_field,q1,600,17999,18000,0.9999444444444444
20191117_1207_106-1_R_B,novel_object,q3,600,17999,18000,0.9999444444444444
20191117_1236_110-2_R_B,novel_object,q1,600,17999,18000,0.9999444444444444
20191117_1406_106-2_L_B,open_field,q2,600,17999,18000,0.9999444444444444
20191117_1529_72-2_L_B,open_field,q2,600,17999,18000,0.9999444444444444
20191118_0950_55-2_L_B,novel_object,q1,600,17999,18000,0.9999444444444444
20191118_0950_55-2_L_B,open_field,q3,600,17999,18000,0.9999444444444444
20191118_1006_32-2_R_B,novel_object,q1,600,17999,18000,0.9999444444444444
20191119_1004_62-2_L_B,open_field,q2,600,17999,18000,0.9999444444444444
20191119_1033_49-1_L_B,novel_object,q2,600,17999,18000,0.9999444444444444
20191119_1207_104-1_R_B,novel_object,q2,600,17999,18000,0.9999444444444444
20191119_1525_23-1_R_C,novel_object,q2,600,17999,18000,0.9999444444444444
20191119_1525_23-1_R_C,open_field,q1,600,17999,18000,0.9999444444444444
20191120_0956_40-2_R_C,novel_object,q2,600,17999,18000,0.9999444444444444
20191120_1105_47-1_L_C,novel_object,q3,600,17999,18000,0.9999444444444444
20191120_1319_138-1_R_C,open_field,q4,600,17999,18000,0.9999444444444444
20191120_1446_outbred-1_R_C,novel_object,q1,600,17999,18000,0.9999444444444444
20191121_1147_luzonensis_R_C,open_field,q3,600,17999,18000,0.9999444444444444
20191121_1257_iCab_L_C,novel_object,q2,600,17999,18000,0.9999444444444444
20191111_1627_11-1_L_A,novel_object,q4,600,18000,18000,1
20191111_1627_11-1_L_A,open_field,q3,600,18000,18000,1
20191111_1627_11-1_L_A,open_field,q4,600,18000,18000,1
20191111_1655_11-2_L_A,novel_object,q4,600,17400,17400,1
20191111_1724_iCab_L_A,novel_object,q2,600,17400,17400,1
20191111_1724_iCab_L_A,novel_object,q3,600,17400,17400,1
20191111_1724_iCab_L_A,novel_object,q4,600,17400,17400,1
20191112_0948_4-2_L_A,novel_object,q3,600,17400,17400,1
20191112_0948_4-2_L_A,open_field,q2,600,17400,17400,1
20191112_0948_4-2_L_A,open_field,q4,600,17400,17400,1
20191112_1025_13-2_L_A,novel_object,q1,600,18000,18000,1
20191112_1025_13-2_L_A,novel_object,q3,600,18000,18000,1
20191112_1025_13-2_L_A,novel_object,q4,600,18000,18000,1
20191112_1025_13-2_L_A,open_field,q2,600,18000,18000,1
20191112_1053_14-1_L_A,novel_object,q3,600,17400,17400,1
20191112_1053_14-1_L_A,open_field,q2,600,17400,17400,1
20191112_1053_14-1_L_A,open_field,q3,600,17400,17400,1
20191112_1053_14-1_L_A,open_field,q4,600,17400,17400,1
20191112_1129_14-2_L_A,novel_object,q2,600,18000,18000,1
20191112_1129_14-2_L_A,novel_object,q3,600,18000,18000,1
20191112_1129_14-2_L_A,novel_object,q4,600,18000,18000,1
20191112_1129_14-2_L_A,open_field,q2,600,18000,18000,1
20191112_1129_14-2_L_A,open_field,q3,600,18000,18000,1
20191112_1129_14-2_L_A,open_field,q4,600,18000,18000,1
20191112_1206_15-1_L_A,novel_object,q1,600,18000,18000,1
20191112_1206_15-1_L_A,open_field,q1,600,18000,18000,1
20191112_1206_15-1_L_A,open_field,q2,600,18000,18000,1
20191112_1236_18-2_L_A,novel_object,q3,600,17400,17400,1
20191112_1236_18-2_L_A,open_field,q1,600,17400,17400,1
20191112_1236_18-2_L_A,open_field,q4,600,17400,17400,1
20191112_1303_17-1_L_A,open_field,q2,600,17400,17400,1
20191112_1303_17-1_L_A,open_field,q3,600,17400,17400,1
20191112_1303_17-1_L_A,open_field,q4,600,17400,17400,1
20191112_1331_68-1_L_A,novel_object,q3,600,18000,18000,1
20191112_1331_68-1_L_A,open_field,q1,600,18000,18000,1
20191112_1358_23-1_L_A,open_field,q2,600,18000,18000,1
20191112_1358_23-1_L_A,open_field,q3,600,18000,18000,1
20191112_1426_59-2_L_A,novel_object,q1,600,18000,18000,1
20191112_1426_59-2_L_A,novel_object,q2,600,18000,18000,1
20191112_1426_59-2_L_A,novel_object,q3,600,18000,18000,1
20191112_1426_59-2_L_A,novel_object,q4,600,18000,18000,1
20191112_1426_59-2_L_A,open_field,q1,600,18000,18000,1
20191112_1426_59-2_L_A,open_field,q2,600,18000,18000,1
20191112_1426_59-2_L_A,open_field,q3,600,18000,18000,1
20191112_1426_59-2_L_A,open_field,q4,600,18000,18000,1
20191112_1456_38-2_L_A,novel_object,q2,600,18000,18000,1
20191112_1456_38-2_L_A,novel_object,q3,600,18000,18000,1
20191112_1456_38-2_L_A,open_field,q1,600,18000,18000,1
20191112_1456_38-2_L_A,open_field,q3,600,18000,18000,1
20191112_1525_33-1_L_A,novel_object,q3,600,18000,18000,1
20191112_1625_39-2_L_A,novel_object,q1,600,18000,18000,1
20191112_1625_39-2_L_A,open_field,q2,600,18000,18000,1
20191112_1722_135-2_L_A,novel_object,q3,600,18000,18000,1
20191112_1722_135-2_L_A,novel_object,q4,600,18000,18000,1
20191113_0911_84-2_L_A,open_field,q4,600,18000,18000,1
20191113_0941_69-2_L_A,novel_object,q2,600,18000,18000,1
20191113_0941_69-2_L_A,novel_object,q4,600,18000,18000,1
20191113_0941_69-2_L_A,open_field,q4,600,18000,18000,1
20191113_1011_iCab_L_A,novel_object,q1,600,18000,18000,1
20191113_1011_iCab_L_A,novel_object,q2,600,18000,18000,1
20191113_1011_iCab_L_A,novel_object,q4,600,18000,18000,1
20191113_1011_iCab_L_A,open_field,q1,600,18000,18000,1
20191113_1011_iCab_L_A,open_field,q2,600,18000,18000,1
20191113_1011_iCab_L_A,open_field,q4,600,18000,18000,1
20191113_1045_94-1_L_A,novel_object,q4,600,18000,18000,1
20191113_1045_94-1_L_A,open_field,q2,600,18000,18000,1
20191113_1233_79-2_L_A,novel_object,q1,600,16800,16800,1
20191113_1233_79-2_L_A,novel_object,q3,600,16800,16800,1
20191113_1233_79-2_L_A,novel_object,q4,600,16800,16800,1
20191113_1233_79-2_L_A,open_field,q1,600,16800,16800,1
20191113_1247_106-1_R_A,novel_object,q3,600,8400,8400,1
20191113_1247_106-1_R_A,novel_object,q4,600,8400,8400,1
20191113_1247_106-1_R_A,open_field,q1,600,8400,8400,1
20191113_1247_106-1_R_A,open_field,q3,600,8400,8400,1
20191113_1247_106-1_R_A,open_field,q4,600,8400,8400,1
20191113_1302_53-2_L_A,novel_object,q1,600,16800,16800,1
20191113_1302_53-2_L_A,novel_object,q4,600,16800,16800,1
20191113_1302_53-2_L_A,open_field,q3,600,16800,16800,1
20191113_1317_140-3_R_A,novel_object,q2,600,8400,8400,1
20191113_1317_140-3_R_A,novel_object,q3,600,8400,8400,1
20191113_1317_140-3_R_A,novel_object,q4,600,8400,8400,1
20191113_1317_140-3_R_A,open_field,q1,600,8400,8400,1
20191113_1317_140-3_R_A,open_field,q2,600,8400,8400,1
20191113_1317_140-3_R_A,open_field,q3,600,8400,8400,1
20191113_1332_106-2_L_A,novel_object,q1,600,16800,16800,1
20191113_1332_106-2_L_A,novel_object,q2,600,16800,16800,1
20191113_1332_106-2_L_A,novel_object,q3,600,16800,16800,1
20191113_1332_106-2_L_A,novel_object,q4,600,16800,16800,1
20191113_1332_106-2_L_A,open_field,q2,600,16800,16800,1
20191113_1332_106-2_L_A,open_field,q4,600,16800,16800,1
20191113_1345_80-1_R_A,novel_object,q2,600,8400,8400,1
20191113_1345_80-1_R_A,novel_object,q3,600,8400,8400,1
20191113_1345_80-1_R_A,open_field,q1,600,8400,8400,1
20191113_1345_80-1_R_A,open_field,q3,600,8400,8400,1
20191113_1401_58-2_L_A,novel_object,q4,600,16800,16800,1
20191113_1401_58-2_L_A,open_field,q4,600,16800,16800,1
20191113_1415_117-1_R_A,novel_object,q3,600,8400,8400,1
20191113_1415_117-1_R_A,novel_object,q4,600,8400,8400,1
20191113_1415_117-1_R_A,open_field,q1,600,8400,8400,1
20191113_1415_117-1_R_A,open_field,q4,600,8400,8400,1
20191113_1430_110-2_L_A,novel_object,q2,600,16800,16800,1
20191113_1430_110-2_L_A,open_field,q2,600,16800,16800,1
20191113_1444_72-2_R_A,novel_object,q2,600,8400,8400,1
20191113_1444_72-2_R_A,open_field,q2,600,8400,8400,1
20191113_1458_137-4_L_A,novel_object,q2,600,16800,16800,1
20191113_1458_137-4_L_A,open_field,q2,600,16800,16800,1
20191113_1458_137-4_L_A,open_field,q3,600,16800,16800,1
20191113_1513_23-2_R_A,novel_object,q2,600,8400,8400,1
20191113_1513_23-2_R_A,novel_object,q3,600,8400,8400,1
20191113_1513_23-2_R_A,open_field,q1,600,8400,8400,1
20191113_1513_23-2_R_A,open_field,q3,600,8400,8400,1
20191113_1527_21-2_L_A,novel_object,q4,600,16800,16800,1
20191113_1527_21-2_L_A,open_field,q4,600,16800,16800,1
20191113_1542_138-1_R_A,novel_object,q3,600,8400,8400,1
20191113_1542_138-1_R_A,open_field,q1,600,8400,8400,1
20191113_1542_138-1_R_A,open_field,q3,600,8400,8400,1
20191113_1542_138-1_R_A,open_field,q4,600,8400,8400,1
20191113_1557_22-1_L_A,novel_object,q3,600,16800,16800,1
20191113_1557_22-1_L_A,open_field,q1,600,16800,16800,1
20191113_1557_22-1_L_A,open_field,q2,600,16800,16800,1
20191113_1557_22-1_L_A,open_field,q4,600,16800,16800,1
20191113_1611_29-1_R_A,novel_object,q1,600,8400,8400,1
20191113_1611_29-1_R_A,novel_object,q2,600,8400,8400,1
20191113_1611_29-1_R_A,novel_object,q4,600,8400,8400,1
20191113_1611_29-1_R_A,open_field,q2,600,8400,8400,1
20191113_1611_29-1_R_A,open_field,q4,600,8400,8400,1
20191114_0937_iCab_L_A,novel_object,q1,600,14400,14400,1
20191114_0937_iCab_L_A,novel_object,q4,600,14400,14400,1
20191114_0952_4-1_R_A,novel_object,q1,600,18000,18000,1
20191114_0952_4-1_R_A,novel_object,q3,600,18000,18000,1
20191114_0952_4-1_R_A,open_field,q1,600,18000,18000,1
20191114_1008_20-1_L_A,novel_object,q1,600,18000,18000,1
20191114_1008_20-1_L_A,novel_object,q2,600,18000,18000,1
20191114_1008_20-1_L_A,novel_object,q3,600,18000,18000,1
20191114_1008_20-1_L_A,open_field,q3,600,18000,18000,1
20191114_1008_20-1_L_A,open_field,q4,600,18000,18000,1
20191114_1023_7-2_R_A,novel_object,q1,600,18000,18000,1
20191114_1023_7-2_R_A,novel_object,q3,600,18000,18000,1
20191114_1023_7-2_R_A,open_field,q1,600,18000,18000,1
20191114_1040_8-2_L_A,novel_object,q1,600,17400,17400,1
20191114_1040_8-2_L_A,novel_object,q2,600,17400,17400,1
20191114_1040_8-2_L_A,novel_object,q3,600,17400,17400,1
20191114_1040_8-2_L_A,novel_object,q4,600,17400,17400,1
20191114_1040_8-2_L_A,open_field,q1,600,17400,17400,1
20191114_1040_8-2_L_A,open_field,q2,600,17400,17400,1
20191114_1040_8-2_L_A,open_field,q4,600,17400,17400,1
20191114_1113_40-2_L_A,novel_object,q1,600,18000,18000,1
20191114_1113_40-2_L_A,novel_object,q4,600,18000,18000,1
20191114_1113_40-2_L_A,open_field,q1,600,18000,18000,1
20191114_1129_32-2_R_A,novel_object,q1,600,18000,18000,1
20191114_1129_32-2_R_A,novel_object,q2,600,18000,18000,1
20191114_1129_32-2_R_A,novel_object,q4,600,18000,18000,1
20191114_1129_32-2_R_A,open_field,q1,600,18000,18000,1
20191114_1129_32-2_R_A,open_field,q4,600,18000,18000,1
20191114_1145_39-1_L_A,novel_object,q3,600,18000,18000,1
20191114_1145_39-1_L_A,open_field,q4,600,18000,18000,1
20191114_1201_55-2_R_A,open_field,q4,600,18000,18000,1
20191114_1233_47-1_R_A,novel_object,q1,600,18000,18000,1
20191114_1233_47-1_R_A,novel_object,q3,600,18000,18000,1
20191114_1233_47-1_R_A,novel_object,q4,600,18000,18000,1
20191114_1233_47-1_R_A,open_field,q2,600,18000,18000,1
20191114_1233_47-1_R_A,open_field,q4,600,18000,18000,1
20191114_1249_49-1_L_A,novel_object,q3,600,18000,18000,1
20191114_1249_49-1_L_A,open_field,q1,600,18000,18000,1
20191114_1249_49-1_L_A,open_field,q3,600,18000,18000,1
20191114_1321_iCab_L_A,novel_object,q1,600,17400,17400,1
20191114_1321_iCab_L_A,novel_object,q3,600,17400,17400,1
20191114_1321_iCab_L_A,open_field,q3,600,17400,17400,1
20191114_1337_60-1_R_A,novel_object,q3,600,18000,18000,1
20191114_1337_60-1_R_A,novel_object,q4,600,18000,18000,1
20191114_1337_60-1_R_A,open_field,q2,600,18000,18000,1
20191114_1337_60-1_R_A,open_field,q3,600,18000,18000,1
20191114_1353_61-1_L_A,novel_object,q3,600,18000,18000,1
20191114_1353_61-1_L_A,open_field,q3,600,18000,18000,1
20191114_1353_61-1_L_A,open_field,q4,600,18000,18000,1
20191114_1425_59-1_L_A,novel_object,q1,600,18000,18000,1
20191114_1425_59-1_L_A,novel_object,q2,600,18000,18000,1
20191114_1425_59-1_L_A,open_field,q2,600,18000,18000,1
20191114_1425_59-1_L_A,open_field,q3,600,18000,18000,1
20191114_1440_70-2_R_A,novel_object,q4,600,18000,18000,1
20191114_1440_70-2_R_A,open_field,q3,600,18000,18000,1
20191114_1440_70-2_R_A,open_field,q4,600,18000,18000,1
20191114_1455_69-1_L_A,novel_object,q2,600,17400,17400,1
20191114_1455_69-1_L_A,open_field,q2,600,17400,17400,1
20191114_1455_69-1_L_A,open_field,q3,600,17400,17400,1
20191115_0954_71-1_L_A,novel_object,q2,600,17400,17400,1
20191115_0954_71-1_L_A,novel_object,q3,600,17400,17400,1
20191115_0954_71-1_L_A,novel_object,q4,600,17400,17400,1
20191115_0954_71-1_L_A,open_field,q1,600,17400,17400,1
20191115_0954_71-1_L_A,open_field,q4,600,17400,17400,1
20191115_1024_72-1_R_A,novel_object,q2,600,18000,18000,1
20191115_1024_72-1_R_A,novel_object,q4,600,18000,18000,1
20191115_1036_80-2_L_A,novel_object,q2,600,17400,17400,1
20191115_1036_80-2_L_A,novel_object,q3,600,17400,17400,1
20191115_1054_75-1_R_A,open_field,q2,600,18000,18000,1
20191115_1054_75-1_R_A,open_field,q4,600,18000,18000,1
20191115_1113_95-1_L_A,novel_object,q1,600,17400,17400,1
20191115_1113_95-1_L_A,novel_object,q2,600,17400,17400,1
20191115_1113_95-1_L_A,novel_object,q3,600,17400,17400,1
20191115_1113_95-1_L_A,novel_object,q4,600,17400,17400,1
20191115_1128_123-2_R_A,novel_object,q4,600,18000,18000,1
20191115_1128_123-2_R_A,open_field,q3,600,18000,18000,1
20191115_1144_132-4-1_L_A,novel_object,q2,600,18000,18000,1
20191115_1214_129-1_L_A,novel_object,q1,600,18000,18000,1
20191115_1214_129-1_L_A,novel_object,q2,600,18000,18000,1
20191115_1214_129-1_L_A,open_field,q3,600,18000,18000,1
20191115_1235_117-2_R_A,novel_object,q1,600,18000,18000,1
20191115_1235_117-2_R_A,open_field,q4,600,18000,18000,1
20191115_1251_104-1_L_A,novel_object,q2,600,18000,18000,1
20191115_1251_104-1_L_A,open_field,q2,600,18000,18000,1
20191115_1307_131-4_R_A,novel_object,q1,600,18000,18000,1
20191115_1307_131-4_R_A,novel_object,q2,600,18000,18000,1
20191115_1307_131-4_R_A,novel_object,q3,600,18000,18000,1
20191115_1307_131-4_R_A,novel_object,q4,600,18000,18000,1
20191115_1307_131-4_R_A,open_field,q1,600,18000,18000,1
20191115_1307_131-4_R_A,open_field,q3,600,18000,18000,1
20191115_1307_131-4_R_A,open_field,q4,600,18000,18000,1
20191115_1323_135-1_L_A,novel_object,q3,600,17400,17400,1
20191115_1323_135-1_L_A,novel_object,q4,600,17400,17400,1
20191115_1323_135-1_L_A,open_field,q4,600,17400,17400,1
20191115_1338_134-1_R_A,novel_object,q2,600,18000,18000,1
20191115_1338_134-1_R_A,open_field,q2,600,18000,18000,1
20191115_1420_iCab_R_A,novel_object,q2,600,18000,18000,1
20191115_1420_iCab_R_A,novel_object,q4,600,18000,18000,1
20191115_1420_iCab_R_A,open_field,q1,600,18000,18000,1
20191115_1420_iCab_R_A,open_field,q2,600,18000,18000,1
20191115_1420_iCab_R_A,open_field,q3,600,18000,18000,1
20191115_1420_iCab_R_A,open_field,q4,600,18000,18000,1
20191115_1445_139-4_L_A,novel_object,q4,600,18000,18000,1
20191115_1445_139-4_L_A,open_field,q3,600,18000,18000,1
20191115_1520_13-2_R_B,novel_object,q4,600,18000,18000,1
20191115_1520_13-2_R_B,open_field,q1,600,18000,18000,1
20191115_1520_13-2_R_B,open_field,q3,600,18000,18000,1
20191115_1538_4-2_L_B,open_field,q3,600,16800,16800,1
20191115_1538_4-2_L_B,open_field,q4,600,16800,16800,1
20191115_1548_5-1_R_B,novel_object,q1,600,18000,18000,1
20191115_1548_5-1_R_B,novel_object,q2,600,18000,18000,1
20191115_1548_5-1_R_B,novel_object,q3,600,18000,18000,1
20191115_1548_5-1_R_B,novel_object,q4,600,18000,18000,1
20191115_1548_5-1_R_B,open_field,q2,600,18000,18000,1
20191115_1548_5-1_R_B,open_field,q3,600,18000,18000,1
20191115_1548_5-1_R_B,open_field,q4,600,18000,18000,1
20191115_1606_11-2_L_B,novel_object,q4,600,17400,17400,1
20191115_1606_11-2_L_B,open_field,q4,600,17400,17400,1
20191115_1615_11-1_R_B,novel_object,q4,600,18000,18000,1
20191116_1039_18-2_L_B,novel_object,q1,600,17400,17400,1
20191116_1039_18-2_L_B,novel_object,q2,600,17400,17400,1
20191116_1039_18-2_L_B,novel_object,q3,600,17400,17400,1
20191116_1039_18-2_L_B,open_field,q1,600,17400,17400,1
20191116_1039_18-2_L_B,open_field,q2,600,17400,17400,1
20191116_1039_18-2_L_B,open_field,q3,600,17400,17400,1
20191116_1044_43-2_R_B,novel_object,q1,600,18000,18000,1
20191116_1044_43-2_R_B,novel_object,q4,600,18000,18000,1
20191116_1044_43-2_R_B,open_field,q1,600,18000,18000,1
20191116_1044_43-2_R_B,open_field,q3,600,18000,18000,1
20191116_1106_iCab_L_B,novel_object,q1,600,18000,18000,1
20191116_1106_iCab_L_B,novel_object,q2,600,18000,18000,1
20191116_1106_iCab_L_B,novel_object,q3,600,18000,18000,1
20191116_1116_39-2_R_B,novel_object,q2,600,18000,18000,1
20191116_1116_39-2_R_B,novel_object,q3,600,18000,18000,1
20191116_1116_39-2_R_B,open_field,q1,600,18000,18000,1
20191116_1134_14-2_L_B,novel_object,q3,600,18000,18000,1
20191116_1134_14-2_L_B,open_field,q2,600,18000,18000,1
20191116_1134_14-2_L_B,open_field,q3,600,18000,18000,1
20191116_1134_14-2_L_B,open_field,q4,600,18000,18000,1
20191116_1231_iCab_L_B,novel_object,q1,600,18000,18000,1
20191116_1231_iCab_L_B,novel_object,q2,600,18000,18000,1
20191116_1231_iCab_L_B,novel_object,q4,600,18000,18000,1
20191116_1231_iCab_L_B,open_field,q4,600,18000,18000,1
20191116_1240_135-2_R_B,novel_object,q4,600,18000,18000,1
20191116_1240_135-2_R_B,open_field,q2,600,18000,18000,1
20191116_1240_135-2_R_B,open_field,q3,600,18000,18000,1
20191116_1240_135-2_R_B,open_field,q4,600,18000,18000,1
20191116_1258_80-1_L_B,novel_object,q1,600,18000,18000,1
20191116_1258_80-1_L_B,open_field,q1,600,18000,18000,1
20191116_1309_21-2_R_B,novel_object,q1,600,18000,18000,1
20191116_1309_21-2_R_B,open_field,q1,600,18000,18000,1
20191116_1309_21-2_R_B,open_field,q3,600,18000,18000,1
20191116_1325_75-1_L_B,novel_object,q3,600,18000,18000,1
20191116_1325_75-1_L_B,novel_object,q4,600,18000,18000,1
20191116_1325_75-1_L_B,open_field,q1,600,18000,18000,1
20191116_1325_75-1_L_B,open_field,q4,600,18000,18000,1
20191116_1409_59-2_R_B,open_field,q4,600,18000,18000,1
20191116_1424_137-4_L_B,novel_object,q1,600,18000,18000,1
20191116_1424_137-4_L_B,novel_object,q2,600,18000,18000,1
20191116_1424_137-4_L_B,open_field,q1,600,18000,18000,1
20191116_1424_137-4_L_B,open_field,q2,600,18000,18000,1
20191116_1438_50-2_R_B,open_field,q2,600,18000,18000,1
20191116_1438_50-2_R_B,open_field,q3,600,18000,18000,1
20191116_1438_50-2_R_B,open_field,q4,600,18000,18000,1
20191116_1452_25-1_L_B,novel_object,q1,600,18000,18000,1
20191116_1452_25-1_L_B,novel_object,q4,600,18000,18000,1
20191116_1452_25-1_L_B,open_field,q1,600,18000,18000,1
20191116_1452_25-1_L_B,open_field,q2,600,18000,18000,1
20191116_1452_25-1_L_B,open_field,q4,600,18000,18000,1
20191117_1027_58-2_L_B,novel_object,q2,600,18000,18000,1
20191117_1027_58-2_L_B,open_field,q4,600,18000,18000,1
20191117_1054_138-1_L_B,novel_object,q1,600,18000,18000,1
20191117_1054_138-1_L_B,novel_object,q3,600,18000,18000,1
20191117_1054_138-1_L_B,novel_object,q4,600,18000,18000,1
20191117_1054_138-1_L_B,open_field,q1,600,18000,18000,1
20191117_1054_138-1_L_B,open_field,q3,600,18000,18000,1
20191117_1054_138-1_L_B,open_field,q4,600,18000,18000,1
20191117_1111_84-2_R_B,open_field,q4,600,18000,18000,1
20191117_1122_22-1_L_B,novel_object,q4,600,18000,18000,1
20191117_1122_22-1_L_B,open_field,q2,600,18000,18000,1
20191117_1122_22-1_L_B,open_field,q3,600,18000,18000,1
20191117_1122_22-1_L_B,open_field,q4,600,18000,18000,1
20191117_1138_79-2_R_B,open_field,q3,600,18000,18000,1
20191117_1150_53-2_L_B,novel_object,q3,600,18000,18000,1
20191117_1150_53-2_L_B,open_field,q3,600,18000,18000,1
20191117_1207_106-1_R_B,novel_object,q1,600,18000,18000,1
20191117_1207_106-1_R_B,novel_object,q2,600,18000,18000,1
20191117_1207_106-1_R_B,novel_object,q4,600,18000,18000,1
20191117_1207_106-1_R_B,open_field,q1,600,18000,18000,1
20191117_1207_106-1_R_B,open_field,q2,600,18000,18000,1
20191117_1218_29-1_L_B,novel_object,q2,600,18000,18000,1
20191117_1218_29-1_L_B,novel_object,q3,600,18000,18000,1
20191117_1218_29-1_L_B,novel_object,q4,600,18000,18000,1
20191117_1218_29-1_L_B,open_field,q1,600,18000,18000,1
20191117_1218_29-1_L_B,open_field,q3,600,18000,18000,1
20191117_1218_29-1_L_B,open_field,q4,600,18000,18000,1
20191117_1236_110-2_R_B,open_field,q1,600,18000,18000,1
20191117_1236_110-2_R_B,open_field,q3,600,18000,18000,1
20191117_1245_70-2_L_B,open_field,q4,600,18000,18000,1
20191117_1303_123-2_R_B,novel_object,q2,600,18000,18000,1
20191117_1303_123-2_R_B,novel_object,q4,600,18000,18000,1
20191117_1303_123-2_R_B,open_field,q1,600,18000,18000,1
20191117_1303_123-2_R_B,open_field,q2,600,18000,18000,1
20191117_1312_23-2_L_B,novel_object,q2,600,18000,18000,1
20191117_1312_23-2_L_B,novel_object,q3,600,18000,18000,1
20191117_1312_23-2_L_B,novel_object,q4,600,18000,18000,1
20191117_1312_23-2_L_B,open_field,q2,600,18000,18000,1
20191117_1329_15-1_R_B,open_field,q1,600,18000,18000,1
20191117_1329_15-1_R_B,open_field,q3,600,18000,18000,1
20191117_1329_15-1_R_B,open_field,q4,600,18000,18000,1
20191117_1340_4-1_L_B,novel_object,q3,600,18000,18000,1
20191117_1340_4-1_L_B,open_field,q3,600,18000,18000,1
20191117_1356_140-3_R_B,open_field,q1,600,18000,18000,1
